#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
tar	tsr	511145.b1886	511145.b4355	0	0	0.070	0.960	0.754	0	0.540	0.440	0.933
tktB	ybaY	511145.b2465	511145.b0453	0	0	0	0	0.536	0	0	0	0.536
tktB	ycaC	511145.b2465	511145.b0897	0.059	0	0	0	0.864	0	0	0	0.866
uspD	yiiS	511145.b3923	511145.b3922	0.686	0	0	0	0.747	0.080	0	0.630	0.969
yahK	yqhD	511145.b0325	511145.b3011	0	0	0	0	0	0	0	0.811	0.811
ybaY	yebV	511145.b0453	511145.b1836	0	0	0	0	0.190	0	0	0.328	0.432
ybaY	ycaC	511145.b0453	511145.b0897	0	0	0	0	0.443	0	0	0	0.443
ybaY	ybgS	511145.b0453	511145.b0753	0	0	0	0	0.674	0	0	0.286	0.757
ybgS	ycaC	511145.b0753	511145.b0897	0	0	0	0	0.453	0	0	0	0.453
ybgS	ydeI	511145.b0753	511145.b1536	0	0	0	0	0.696	0	0	0	0.696
ybgS	yebV	511145.b0753	511145.b1836	0	0	0	0	0.374	0	0	0.541	0.700
ycaC	yebV	511145.b0897	511145.b1836	0	0	0	0	0.437	0	0	0	0.437
ycaC	yciF	511145.b0897	511145.b1258	0	0	0	0	0.525	0	0	0.042	0.525
yciF	ydeI	511145.b1258	511145.b1536	0	0	0	0	0.345	0	0	0.169	0.432
ydcL	yebV	511145.b1431	511145.b1836	0.064	0	0	0	0.524	0	0	0	0.535
